Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
React Native App Developer ,"Mirpur, Dhaka, Bangladesh",On-site,Full-time,Executive,"Freelance Hub (BD)Limited is looking for React Native App Developer

Job Description / Responsibility
Design and develop high-quality mobile applications for iOS and Android platforms using React Native
Collaborate with cross-functional teams to define, design, and ship new features
Troubleshoot and debug to optimize performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Maintain and enhance existing mobile applications
Participate in code reviews and contribute to best practices and standard
Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Diploma in Engineering in Computer Science & Engineering
Skills Required: Mobile apps developer, react.js, React Native
Experience Requirements
1 to 3 year(s)
The applicants should have experience in the following business area(s):
Software Company,IT Enabled Service,Engineering Firms,F-commerce
Additional Requirements
Proficiency in React Native and its framework (JavaScript/TypeScript)
Strong understanding of mobile UI/UX design principles
Experience with RESTful APIs to connect mobile applications to back-end services
Knowledge of cloud messaging APIs and push notifications
Strong problem-solving skills and attention to detail
A formal education certificate isn't required. If you have the skills, you're the right fit for the job.
Must have knowledge in Zoom video sdk API .
Job Location
Dhaka (Mirpur Section 11)", Freelance Hub 
Software Engineer ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Divergent Technologies Ltd. is looking for Software Engineer

Key Points
Divergent Technologies Ltd., a leading company dedicated to innovative solutions, values our collaborative culture and commitment to excellence. We seek a motivated Full Stack Developer with minimum 1-2 years of experience to join our dynamic team.

Job Description / Responsibility
We are seeking a skilled Software Engineer to join our team. This role involves collaborating with cross-functional teams to design, develop and deploy. Candidate will have a strong background in back-end development with experience in creating and maintaining scalable solutions.
Responsibilities: 
Develop RESTful APIs using JavaScript, Typescript, Node.js, Express.js, Nest.js and other relevant technologies.
Must have strong knowledge of Typescript.
Must to have strong knowledge and experience of working with relational databases such as MSSQL or MySQL or PostgreSQL. 
Front-end development experience with frameworks like React or Next.js (Nice to have).
Participate in code reviews and collaborate with team members on best practices. 
Contribute to the architecture and design of new features and systems.
Troubleshoot and resolve issues in existing applications.

Educational Requirements
Bachelor in Engineering (BEngg) in Computer Science & Engineering
Skills Required: JavaScript, Node.js, Express.js, Typescript, Relational database systems: MySQL PostgreSQL Oracle, Nest.js

Experience Requirements
1 to 2 year(s)
The applicants should have experience in the following business area(s): Software Company

Additional Requirements
Minimum of 1-2 years of experience in backend development with Node.js. 
Familiar with front-end frameworks such React, or Next.js. 
Must have solid understanding of relational databases (MSSQL or MySQL or PostgreSQL). 
Familiarity with Docker and cloud services (AWS, Azure). 
Must have experience in software architecture (monolithic) and coding design principles like (DRY, SOLID, etc.). 
Must have knowledge of OOP, OOAD, Data structure & Algorithm. 
Ability to work collaboratively in a team and communicate effectively. 
Can do mind set in any environment

Job Location
Dhaka (Mohakhali)

Salary
Tk. 25000 - 40000 (Monthly)", Supernova Techno Limited
Full Stack Web Developer ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Dynamic Solution & Support Bangladesh is looking for Full Stack Web Developer

Job Description / Responsibility
Job Responsibilities
Design, develop, and maintain our company website
Create responsive and user-friendly interfaces for both desktop and mobile platforms
Implement back-end functionality using appropriate server-side languages
Stay up-to-date with emerging technologies and industry trends
Ensure website security and data protection
Optimize applications for maximum speed and scalability

Educational Requirements
Bachelor/Honors
BSc in Computer Science, Web Development, or a related field (or equivalent experience)
Skills Required: Python Django, React | NodeJS | mongoDB | mongoose | JavaScript | Github | Git
Experience Requirements
1 to 3 year(s)
The applicants should have experience in the following business area(s): Indenting Firm,Importer,Indenting

Additional Requirements
Required Skills and Qualifications
Proficiency in HTML5, CSS3, JavaScript, and jQuery
Strong experience with React.js or Angular for front-end development
Expertise in server-side languages such as Node.js, Python, or PHP
Familiarity with database technologies (MySQL, MongoDB, PostgreSQL)
Experience with version control systems (e.g., Git)
Knowledge of RESTful APIs and web services
Understanding of GIS concepts and experience with GIS web technologies (e.g., Leaflet, OpenLayers)
Familiarity with cloud platforms (AWS, Google Cloud, or Azure)
Strong problem-solving skills and attention to detail
Excellent communication skills in English

Job Location
Dhaka
Salary
Tk. 20000 - 35000 (Monthly)", Dynamic Solution & Support Bangladesh
Trainee Software Engineer - Java ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"SEBPO is looking for Trainee Software Engineer - Java

Job Description / Responsibility
We are looking for a highly motivated and talented Software Engineer to join our team. The successful candidate will be responsible for web scraping using Java and Groovy. The position requires a strong understanding of object-oriented programming (OOP) concepts and the ability to work with JDK 17.If you are a recent graduate with a passion for learning, this position is for you.
You have to work in service-based environments, such as web scraping using Java, Groovy.
Experiences in advanced regular expression (RegEx) techniques will be huge plus.
Must have a strong understanding of advanced Java software development concepts.
Must be able to apply OOP concepts to real-world problems.
English communication skills preferred, both written and verbal, with clients and internal teams.
Ability to understand client needs, analyze them, and respond accordingly.
Ability to debug code and fix errors.
Experience in using debugging tools and techniques will be added advantage.

Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Bachelor of Science (BSc) in Electrical & Electronic Engineering

Experience Requirements
1 to 3 year(s)

Job Location
Dhaka (DOHS Mohakhali)
Salary", SEBPO
Junior Software Developer ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Neways International Company Limited is looking for Junior Software Developer

Job Description / Responsibility
Develop and maintain server-side web applications and web services using PHP and related technologies.
Write clean, well-documented, and efficient code following best practices and coding standards.
Collaborate with cross-functional teams to gather requirements, define project scope, and propose technical solutions.
Implement new features and functionality to enhance existing web applications.
Perform bug fixing, troubleshooting, and performance optimization of PHP applications.
Integrate third-party APIs and external services to extend application functionality.
Design and optimize databases to support web application requirements.
Implement security measures to protect web applications from vulnerabilities.
Participate in code reviews, providing constructive feedback to team members.
Stay up to date with emerging technologies and industry trends in PHP development.

Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering

Experience Requirements
At least 1 year(s)

Additional Requirements
Experience with CMS platforms such as WordPress, Drupal, or Joomla.
Familiarity with cloud platforms (e.g., AWS, Google Cloud) and deploying PHP applications.
Knowledge of caching mechanisms (e.g., Memcached, Redis) and performance optimization techniques.
Experience with testing frameworks (e.g., PHPUnit) and test-driven development (TDD) practices.
Understanding of web server administration and configuration (Apache, Nginx).
Familiarity with Agile/Scrum development methodologies.

Job Location
Dhaka", Neways International Company Limited
Artificial Intelligence Engineer ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"PI SOFTWARE LTD (Faidabad) is looking for Artificial Intelligence Engineer

Job Description / Responsibility
We need bold innovators who thrive on leveraging the latest in generative AI to create real-world educational impact. If you’re excited about pushing the boundaries of what’s possible in AI-driven education and are ready to bring your expertise in full-stack development and AI, this is your chance to make a difference.
Job Responsibilities:
Develop AI-Powered Web Applications: Architect and code sophisticated web applications that integrate both front-end and back-end components, with a focus on enhancing user experience through AI.
Experiment and Innovate with AI: Work with cutting-edge AI technologies, specifically large language models (LLMs) like GPT-4 or Claude, to create autonomous tools and interactive features that redefine how students learn.
Drive Technical Projects: Take ownership of the entire development process, from gathering requirements to launching and iterating on products. You’ll work closely with stakeholders to ensure that our solutions meet learner needs and push the boundaries of what’s possible.
Collaborate and Communicate: Partner with a global team of developers, designers, and educational experts. Your ability to communicate complex ideas simply and effectively will be key to your success.
Continuous Improvement: Stay ahead of the curve by continually learning and applying the latest advancements in AI and web development to our platform
Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Skills Required: Java Development, Data Science, Database Administration, Python developer, System Integration, NLP, Clustering, Artificial Inteligence, ChatGPT, Dockers and Kubernetes
Experience Requirements
3 to 6 year(s)
The applicants should have experience in the following business area(s):
Software Company,Developer,Artificial Intelligence (AI) Startup
Additional Requirements
At least experience in full-stack development, with proficiency in front-end frameworks such as React, Angular, Vue.js, or Svelte, and back-end technologies like Node.js, Django, Ruby on Rails, Flask, or Spring Boot.
Hands-on experience integrating large language models (LLMs) like GPT-4, Claude, or similar into web applications.
Proven ability to independently manage and execute technical projects from start to finish, including gathering requirements, development, deployment, and iteration.
Excellent verbal and written communication skills, with the ability to collaborate effectively with stakeholders, team members, and users across a global, remote team.
A demonstrated passion for staying at the forefront of technology, particularly in AI and web development, with a commitment to continuous learning and applying new advancements to your work.
Job Location
Dhaka (Uttara Sector 8)
Salary
Tk. 40000 - 70000 (Monthly)", PI SOFTWARE LTD 
DevOps Engineer Internship ,"Dhaka, Bangladesh",On-site,Part-time,Internship,"CSL Training is looking for DevOps Engineer Internship

Job Description / Responsibility
CSL Training is an institution that has been offering ICT-related Training since 2006 on over 60 subjects. Apart from regular training, 100% Job Placement Training, Diploma industrial training, Vendor Exam, and Exam preparation are supported. We are thrilled to announce an exciting internship opportunity for enthusiastic and motivated individuals interested in DevOps. This is a fantastic chance to gain hands-on experience and develop your skills in a dynamic and fast-paced environment.
Responsibilities:
We will give 4 months free training in DevOps including vendor exam certification.
We will give hands-on soft skill training to help future career paths.
Assist in the development and maintenance of deployment pipelines.
Collaborate with development and operations teams to streamline workflows.
Support the monitoring and troubleshooting of systems and applications.
Participate in the implementation of automation tools and processes.
Contribute to documentation and process improvement initiatives.
Educational Requirements
Currently pursuing or recently graduated with a degree in Computer Science, Engineering, or a related field.
Basic understanding of DevOps concepts and tools.
Strong problem-solving skills and a proactive attitude.
Excellent communication and teamwork abilities.
Skills Required: DevOps Tools, DevOps Cloud
Job Location
Dhaka
Salary
Negotiable", CSL Training 
PHP and Laravel Developer ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Founder IT is looking for PHP and Laravel Developer

Job Description / Responsibility
We are seeking a highly skilled PHP and Laravel Developer to join our development team. If you are passionate about working in a challenging and dynamic environment, this opportunity is for you. The ideal candidate will have a proven track record in developing robust web applications and be adept at handling complex technical challenges.
Responsibilities:
Web Application Development: Design, build, and maintain web applications using PHP and Laravel, ensuring they are scalable, secure, and high-performing.
Collaboration: Work closely with cross-functional teams, including designers and project managers, to ensure seamless project execution and delivery.
Issue Resolution: Troubleshoot and resolve complex technical issues, including debugging and fixing bugs in a timely manner.
Code Review and Improvement: Conduct thorough reviews of existing codebases to identify and implement improvements. Optimize applications for speed and scalability.
Technical Solution Provision: Analyze client requirements and provide effective technical solutions. Translate business needs into functional and technical specifications.
Documentation: Create and maintain comprehensive documentation for code, processes, and technical specifications to facilitate knowledge sharing and future maintenance.
Innovation: Stay up-to-date with the latest industry trends, tools, and technologies. Apply this knowledge to enhance existing systems and contribute to the development of new features.
Workplace
Work from home, Work at office
Educational Requirements
Skills Required: JavaScript, PHP, Laravel Framework, HTML5 & CSS3, Bootstrap, MySQL and MVC framework
Experience Requirements
At least 3 year(s)
The applicants should have experience in the following business area(s):
Software Company,IT Enabled Service,Business-to-Business (B2B) Software and Services Startup
Additional Requirements
Experience: Minimum of 3 years of professional experience in PHP and Laravel development.
Technical Proficiency: Strong knowledge of PHP, Laravel framework, MySQL, HTML, CSS, Bootstrap, Jquery, JavaScript, and AJAX.
Architectural Understanding: Deep understanding of MVC architecture and RESTful API design.
Team Collaboration: Proven ability to work effectively in a collaborative team environment, with strong communication and interpersonal skills.
Adaptability: Willingness to adapt to new technologies and methodologies. Ability to learn quickly and apply new concepts.
Problem-Solving: Excellent problem-solving skills with the ability to tackle complex technical challenges and provide innovative solutions.
Attention to Detail: Meticulous attention to detail and a commitment to delivering high-quality, reliable software.
Keen interest in staying updated with the latest technologies and trends.
Job Location
Anywhere in Bangladesh
Salary
Tk. 20000 - 30000 (Monthly)", Founder IT
Flutter Mobile App Developer (Android/iOS) ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"bdCalling IT Ltd is looking for Flutter Mobile App Developer (Android/iOS)

Job Description / Responsibility
Proven experience as a Flutter Developer or similar role.
Solid understanding of Dart programming language and Flutter framework. Familiarity with integrating third-party SDKs into mobile applications.
Strong knowledge of RESTful APIs and their integration.
Experience in building and deploying mobile applications for both Android and iOS platforms.
Proficient in version control systems such as Git.
Ability to collaborate effectively with cross-functional teams.
Strong problem-solving skills and attention to detail.
Excellent communication and interpersonal skills.
Experience with integrating router device SDKs into mobile applications.
Familiarity with e-commerce platforms and REST APIs.
Knowledge of state management solutions such as Provider or BLoC.
Understanding of agile development methodologies.
Educational Requirements
Skills Required: Mobile apps developer, Flutter, Android application development, iOS Development, iOS Application Development, Mobile App Development, Mobile Application Developer, Mobile App Developer, Flutter Developer, Mobile Application Development in Android and or Cross Platform
Experience Requirements
At least 2 year(s)
The applicants should have experience in the following business area(s):
Software Company,IT Enabled Service,BPO/ Data Entry Firm,Artificial Intelligence (AI) Startup,Business-to-Business (B2B) Software and Services Startup
Salary
Tk. 20000 - 35000 (Monthly)", bdCalling IT Ltd 
Senior Software Engineers ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"A Well Reputed Group of Company is looking for Senior Software Engineers

Job Description / Responsibility
We are looking for Software Engineers for Palmal Group of Industries. Incumbent will work in a team designing and developing web application related to RMG & Industrial Automation.
Requirement analysis, design and develop web & windows desktop applications as per organizational requirements.
Experience with HRM software development must.
Design database and scale it efficiently and load balancing.
Design project architecture using design patterns and write maintainable code.
Optimize the performance of web applications. Create and utilize best standards.
Must be experienced in HTML, CSS and Bootstrap.
Must be experienced in VB.NET & C#.
Clear knowledge on Object Oriented Programming.
Must be experienced with a relational database, preferably MSSQL.
Must be experienced in ASP .NET based web application development.
Must be experienced in C# .NET based windows desktop application development.
Experienced / familiar with JavaScript, jQuery & AJAX.
Experienced / familiar with REST full API.
Experienced with windows desktop application development using VB.NET, MSSQL, RDLC reporting, Active reporting.
Experienced with C#, C# .NET, ASP.NET, ASP .NET MVC or ASP .NET Core.
Proficiency in Git or any other version control system

Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Bachelor of Science (BSc) in Computer Science
Bachelor of Science (BSc) in Computer Engineering
Skills Required: C#, Active Reports, JavaScript, ASP .NET MVC, ASP.NET Core, RDLC Reports, Git Version Control System, Good knowledge on ASP.NET, JS JQuery AJAX, MSSQL; VB.NET

Experience Requirements
At least 5 year(s)
The applicants should have experience in the following business area(s):
IT Enabled Service,Garments,Textile,Group of Companies

Additional Requirements
Notable problem solving and coding skills are required.· 
Has to be smart developer, fast learner and are eager to learn new technologies. Comfortable working in a team.
Some experience or knowledge in RMG industries will be added extra advantage.

Job Location
Dhaka (Gulshan)", A Well Reputed Group of Company
Senior Laravel Developer ,"Rajshahi, Bangladesh",On-site,Full-time,Mid-Senior level,"Xerone IT is looking for Senior Laravel Developer 

Job Context
We are looking for a talented and experienced Mid-level Laravel Developer to join our dynamic team. As a mid-level developer, you will be responsible for designing, coding, and maintaining web applications using PHP and Laravel frameworks.

Job Description / Responsibility
Develop and maintain web applications using PHP and Laravel frameworks.
Collaborate with development teams to design and implement robust, scalable, and efficient solutions.
Write clean, well-documented, and testable code that adheres to coding standards and best practices.
Participate in code reviews to ensure code quality and knowledge sharing.
Optimize application performance and troubleshoot issues as they arise.
Integrate third-party APIs and services to improve application functionality.
Work closely with team members to implement responsive and user-friendly interfaces.
Stay updated on the latest industry trends and technologies to contribute to continuous improvement.

Educational Requirements
Bachelor of Science (BSc) in CSE
Bachelor's degree in Computer Science or IT-related field.
Skills Required: MySQL, JavaScript, PHP, Laravel Framework, jQuery

Experience Requirements
2 to 3 year(s)
The applicants should have experience in the following business area(s):
Software Company

Additional Requirements
2 to 3 years of professional experience in PHP web development.
Proficient with database design and SQL (eg, MySQL, PostgreSQL).
Strong understanding of RESTful API development.
Version control system experience (eg, Git).
Experience in uploading projects to cPanel or servers.

Job Location
Rajshahi, Rajshahi (Rajshahi Sadar)

Salary
Tk. 30000 - 50000 (Monthly)", Xerone IT
ASP.NET Trainee Software Engineer ,"Dhaka, Bangladesh",On-site,Full-time,Entry level,"The Christian Cooperative Credit Union Limited, Dhaka is looking for ASP.NET Trainee Software Engineer

Job Description / Responsibility
Job Description: We are seeking an experienced ASP.NET Software Engineer with strong expertise in jQuery, JavaScript, and MVC to join our development team. The successful candidate will be responsible for designing, developing, and maintaining web applications that are both functional and visually appealing. You will work closely with other developers, designers, and product managers to ensure our applications meet business requirements and provide an excellent user experience.
Key Responsibilities:
Design, develop, and maintain web applications using ASP.NET, C#, MVC, jQuery, and JavaScript.
Collaborate with product managers, UX/UI designers, and other developers to understand project requirements and translate them into technical specifications.
Develop front-end components using jQuery and JavaScript to enhance user interactions and experiences.
Implement responsive web designs using HTML and CSS.
Write clean, scalable, and efficient code following best practices and coding standards.
Conduct thorough testing and debugging to ensure high-quality applications.
Optimize application performance and ensure scalability and security.
Participate in code reviews and provide constructive feedback to peers.
Stay current with emerging technologies and industry trends to continually improve skills and contribute to the team.
Troubleshoot and resolve application issues in a timely manner.
Document application designs, code, and processes for future reference and knowledge sharing.
Educational Requirements
Bachelor of Science (Pass) in Computer Science & Engineering
Master of Information & Communication Technology (MICT) in Computer Science & Engineering
Experience Requirements
At most 3 year(s)
Additional Requirements
Proven 0-3 years’ experience as a software engineer with a strong focus on ASP.NET development.
Proficiency in C#, ASP.NET, MVC, jQuery, and JavaScript.
Solid understanding of front-end technologies such as HTML, CSS, and responsive design principles.
Experience with SQL Server and database design.
Strong understanding of Object-Oriented Programming (OOP) concepts and design patterns.
Familiarity with version control systems such as Git.
Excellent problem-solving skills and attention to detail.
Strong communication and teamwork abilities.
Ability to work independently and manage multiple tasks effectively.
Experience with Agile/Scrum methodologies.
Job Location
Dhaka (Dhaka Railway, Tejgaon)"," The Christian Cooperative Credit Union Limited, Dhaka"
Front End Developer (React) ,"Uttara, Dhaka, Bangladesh",On-site,Full-time,Executive,"Classic IT & Sky Mart Ltd. is looking for Front End Developer (React)

Job Description / Responsibility
Identification of areas for improvement and methods for increasing efficiency
Help with code reviews and sharing your expertise with other developers.
Analyzing and translating requirements to task specifications.
Writing well-designed, testable, and efficient code that has a significant impact on the project.
Performing various tests in order to ensure software quality, providing suggestions for improvement, and performing code reviews.
Building releases and software deployment.
Working closely with the software architect to suggest improvements regarding design and architecture.
Defining software coding standards for the team, identifying and suggesting tools and platforms for use.
Timely detection of blockers that may lead to delay in task realization; recognizing and communicating risks to the Division Lead.
Educational Requirements
Bachelor/Honors
Experience Requirements
1 to 3 year(s)
Additional Requirements
Experience with popular React.js workflows (such as Flux or Redux)
Basic understanding of front-end technologies, such as HTML5 and CSS3.
Good exposure to Javascript and JQuery.
Good knowledge of authorization mechanisms like JWT, OAuth, SSO and SAML.
Good knowledge of react virtual DOM, stateful vs stateless component, life cycle methods and their uses, ways of passing data between components child-parent/parent-child or nonrelational components, react modal, pagination, charts, application load time, etc.
Implement modern and responsive UI for the web and a variety of devices
Integration of user-facing elements developed by front-end developers with server-side logic
Experience with JSON APIs in client-side frameworks and knowledge of cross-browser & device issues.
Good knowledge of OWASP security standards and their implementation.
Experience with code versioning tools Git, and Clickup.
Analytical skills and advanced arithmetic skills are required.
Ensure high-quality standards for the app in, speed, and usability requirements.
Good Communication skills both spoken and written.
Job Location
Dhaka (Uttara)
Salary
Tk. 15000 - 25000 (Monthly)", Classic IT & Sky Mart Ltd. 
Software Developer (Backend and DevOps),"Dhaka, Dhaka, Bangladesh",On-site,Full-time,,">>> PLEASE Read the Job Description thoroughly before Apply <<< 

The ideal candidate for Software Developer (Backend and DevOps) role will be responsible for designing, building, developing, database interactions, data processing and testing of software, website and mobile applications

Job Responsibilities: 
Develop and maintain server-side logic, including business logic, database interactions, and data processing.
Set up and maintain CI/CD pipelines to automate testing, building, and deployment processes.
Design, build, and maintain APIs for frontend and third-party integrations.
Implement security best practices to protect data and manage authentication and authorization mechanisms.
Use Infrastructure as Code (IaC) tools to manage infrastructure, ensuring reproducibility and scalability.
Containerize backend applications, manage their deployment and scaling with orchestration tools like Kubernetes.
Optimize backend performance, including query optimization, caching strategies, and code efficiency.
Implement monitoring and logging solutions to track application performance and enable proactive incident response
Deploy, configure, manage backend services on cloud platforms, optimizing for cost, performance, and reliability.
Provide technical collaboration and request management
Stay updated on industry trends and best practices in frontend development

Education and Technical Qualifications: 
Bachelor's degree in Computer Science and Engineering or equivalent 
Min 4-5 years' experience in Backend Development and Cloud DevOps practice
Proficiency in TypeScript, NestJS, PostgresSQL and Apache Kafka 
Experience with Docker, Kubernetes, CI/CD rools, and cloud platforms (AWS) and container orchestration

Additional Requirements: 
Familiarity using Scrum/Agile development methodologies
Ability to work independently and contribute to a team environment 
Familiarity with version control systems (e.g., Git and Gitlab).
Excellent communication and leadership skills
Attitude toward critical thinking and toward achieving maximal result with minimal effort
Strong willingness to learn new things
Proactive and strong communication skills in English 

Job Level: Mid-Level Software Engineer 
Job Location: Dhaka, Onsite 
Salary/Benefits: Competitive salary and other lucrative benefits as per company policy 

This job is for a European Technology Company. To apply, please send your Resume/CV to jobs@techntalents.com within Sat 7 Sep 2024.",TechnTalents
Partner Solutions Engineer- Remote APAC/Japan,APAC,Remote,Full-time,Mid-Senior level,"Our Vision is to be the Most Trusted, Flexible and Easy to Use Hybrid Cloud Data Platform. Actian is transforming industries by empowering companies to accelerate application modernization and simplify the Cloud journey. Our customers use the Actian Data Platform to unify their siloed data, explore and securely exchange data to run a variety of analytic workloads that provide real time business insights at a fraction of the cost. We have 24 of the Fortune 100 companies using Actian technology in some of the most mission critical applications that impact your daily life.

Join our team and be at the forefront of innovation and creativity as we shape this market.

The Role:

We are looking for a Partner Sales Engineer with a proven track record in partnering to sell integration, analytics, and data management solutions. The candidate utilizes analytical database, BI/Analytics and integration skill sets to partner with Partner Account Managers and function as the key technical point of contact for partner software deals, providing pre-sales support contributing towards the successful conversion of prospects to customers.

A significant portion of the Partner Sales Engineer role includes supporting partner Proof-of-Concepts. This includes working with the customers and partners to gain an understanding of their business and its needs, mapping our offerings to those needs, and providing competitive analysis that assists with the successful positioning of our offerings. Co-development of partner solutions is a significant portion of the role as well and includes requirements analysis, architectural design and implementation.

The Partner SE will have the insight to make the connection between a customer’s specific business problems and Actian’s solution. The customer-facing skills to communicate that connection and vision to a wide variety of technical and executive audiences. And the technical skills to provide consultative assistance on architecture and trusted technical advisor.

Key Responsibilities: 

Be a technical guide on all aspects of Actian
Collaborate with Partner Account Managers to identify, enable and support new strategic partners
Provide pre-sales support for sales activities including requirements, enablement, support, and guiding Partner PoCs
Create and deliver world-class product presentations and demonstrations to meet prospect, customer, partner or internal needs
Work with customers and partners on proof-of-concept projects in a competitive environment
Maintain deep understanding of competitive and complementary technologies and vendors and how to position Actian in relation to them
Provide guidance on how to resolve customer-specific technical challenges
Collaborate with Product Management, Engineering, and Marketing to continuously improve Actian’s products and marketing.
Researching companies and prospects to identify business issues and needs, and providing results of that research to customers to support our recommendations
Become an expert in our products’ features, benefits, presentations, and application to customer needs
Provide proactive support to customers and partners with the goal of facilitating sales
Establish and maintain positive customer relationships, and follow-up on opportunities
Be the customer advocate and liaison for product management and development
Other related duties as assigned

Position Requirements: 

Minimum 5 years of experience working with customers in a pre-sales or post-sales technical role
Bachelor’s, or higher, in computer science, engineering, mathematics or related fields, or equivalent experience.
Outstanding skills presenting to both technical and executive audiences, whether impromptu on a whiteboard or using presentations and demos
Understanding of complete data analytics stack and workflow, from ETL to data platform design to BI and analytics tools
Strong skills in integration, databases, data warehouses, and data processing
Extensive hands-on expertise with SQL and SQL analytics
Experience and track record of success selling data and/or analytics software to enterprise customers; includes proven skills identifying key stakeholders, winning value propositions, and compelling events
Extensive knowledge of and experience with relational and large-scale analytics database technology (e.g. Oracle, SQL Server, Snowflake, Netezza, Teradata, etc.)
Software development experience with C/C++ or Scripting experience with Python, Ruby, Perl, Bash.
Experience with non-relational platforms and tools for large-scale data processing (e.g. Hadoop, HBase)
Familiarity and experience with common BI and data exploration tools (e.g. PowerBI, Looker, Tableau, etc.)
Experience with database connectivity technology, ODBC, JDBC, etc.
Experience and understanding of large-scale infrastructure-as-a-service platforms (e.g., Google Cloud Platform, Amazon AWS, Microsoft Azure)
Experience implementing data ingest pipelines using custom and packaged tools including ETL and ELT patterns
Experience using GCP, AWS and/or Azure Services
Experience supporting enterprise SaaS software
Must be able to communicate in Japanese and English

We value diversity at our company. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or any other applicable legally protected characteristics in the location in which the candidate is applying.",Actian
Experienced Salesforce Developer,"Dhaka, Dhaka, Bangladesh",Hybrid,Full-time,,"Overview:
Inovi Solutions has an immediate opening for an Experienced Salesforce Developer. This position will work directly with clients to create solutions that address problems within their operations. This person helps bring clients' visions to life.

The preferred candidate should possess the qualities of self-motivation and the ability to work both collaboratively and independently. They must exhibit a fervor for programming and possess a talent for developing innovative and sophisticated solutions to complex issues. Additionally, the candidate should have a successful history of delivering work punctually, taking personal satisfaction in their work's quality, and being an active member of the inclusive Salesforce community.

This role may requires working across multiple projects concurrently, so a successful candidate must be organized, disciplined, and have excellent prioritization and time management skills.

If you are looking for a challenging and rewarding position that will provide real value to our clients and offer paths for advancement, please apply today!
  Responsibilities:
The Primary responsibility is to work closely with stakeholders from the business and corporate systems technical team, Salesforce product owner, program manager, architect, and developers to build robust solutions to drive alignment of business needs.
Develop, implement, and maintain Salesforce solutions
Facilitate constant communication and collaboration with other technical resources and stakeholders regarding the status of projects and technical issues
Perform technical evaluations, identify and create solutions, and design clever approaches that solve business challenges
Be a team player in a highly collaborative environment, yet also be able to peel off for “heads down” solo time as needed
Commit to and meet required deadlines as outlined by the project team and business partners
Assist in troubleshooting any software application issues that arise, and help identify clever modifications needed in existing applications
Grow your technical skills and knowledge on the latest development innovations on the Salesforce platform
 Requirements:
Bachelor’s degree in Computer Science, Management Information Systems, or related field
3-4+ years of experience in software development and at least 1 year of experience in managing a small dev team. 
Minimum 3 years of experience with Salesforce
Strong problem-solving capabilities.
Strong communication and interpersonal skills. 
Experience working with cross-functional stakeholders to translate business requirements and identify solution options
Experience with Salesforce programming (Apex, Aura, LWC, and VF).
Good understanding of CI/CD tools, version control systems, and Cloud Platforms
Proficient understanding and experience with responsive design, browser behavior and compatibility, and cross-browser 
optimization and troubleshooting
Experienced working in a fast-paced and collaborative agile development environment
Experience with integration architecture third-party integration tools with Salesforce
At least one Salesforce certificate, more is a plus, including Administrator, Platform Developer 1 and Platform Developer 2.

Salary:
Negotiable

Benefits:
Hybrid Office Model
Weekly 2 Holidays
Lunch and Snacks Facilities 
Yearly Salary Review
Yearly Bonus
Other Benefits as per Policy

Interested candidates E-mail at careers@inovisolutions.com 

If you are interested in applying for this position, please email your resume and a cover letter to careers@inovisolutions.com with the subject line Salesforce Developer Application.",Inovi Solutions
